,bpm,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,track_name,artist(s)_name
328,0.2978723404255319,0.5890410958904109,0.46236559139784944,0.3132530120481928,0.7741935483870969,0.0,0.14545454545454545,0.016129032258064516,Love Again,The Kid Laroi
329,0.3120567375886525,0.5890410958904109,0.12903225806451613,0.5180722891566265,0.10752688172043012,0.01098901098901099,0.16363636363636364,0.016129032258064516,After Hours,The Weeknd
330,0.3120567375886525,0.8356164383561644,0.7311827956989249,0.7228915662650603,0.10752688172043012,0.0,0.5636363636363636,0.08064516129032258,About Damn Time,Lizzo
331,0.6595744680851064,0.5068493150684932,0.5161290322580646,0.746987951807229,0.1827956989247312,0.0,0.2909090909090909,0.04838709677419355,ýýýýýýýýýýýýýýýýýýýýý,Fujii Kaze
332,0.2056737588652482,0.6986301369863015,0.6451612903225807,0.710843373493976,0.06451612903225806,0.0,0.1272727272727273,0.06451612903225806,Besos Moja2,"Wisin & Yandel, ROSALï¿½"
333,0.21985815602836878,0.6438356164383561,0.38709677419354843,0.4457831325301205,0.37634408602150543,0.0,0.1272727272727273,0.03225806451612903,Maan Meri Jaan,King
334,0.24822695035460995,0.7808219178082192,0.26881720430107525,0.6385542168674699,0.3118279569892473,0.0,0.16363636363636364,0.016129032258064516,Moscow Mule,Bad Bunny
335,0.2836879432624113,0.4794520547945205,0.40860215053763443,0.6506024096385543,0.010752688172043012,0.0,0.19999999999999998,0.03225806451612903,My Universe,"Coldplay, BTS"
336,0.7446808510638298,0.4520547945205479,0.5591397849462366,0.5903614457831325,0.13978494623655915,0.0,0.2909090909090909,0.4032258064516129,LLYLM,ROSALï¿½
337,0.4042553191489362,0.5616438356164384,0.22580645161290325,0.9036144578313253,0.0,0.0,0.21818181818181817,0.1129032258064516,TRUSTFALL,P!nk
338,0.2836879432624113,0.8904109589041096,0.838709677419355,0.7951807228915663,0.08602150537634409,0.0,0.14545454545454545,0.0967741935483871,ANTIFRAGILE,LE SSERAFIM
339,0.4822695035460993,0.5890410958904109,0.7526881720430109,0.8433734939759038,0.2688172043010753,0.0,0.3272727272727272,0.03225806451612903,Boy's a liar,PinkPantheress
340,0.3900709219858156,0.8082191780821919,0.5483870967741936,0.37349397590361455,0.16129032258064518,0.03296703296703297,0.1090909090909091,0.12903225806451613,Shirt,SZA
